Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2004;;Psykoterapeutexamen;Män;Total;14
HT2004;;Psykoterapeutexamen;Total;25-34;14
HT2004;;Psykoterapeutexamen;Total;35-;22
HT2004;;Psykoterapeutexamen;Total;Total;36
HT2004;;Receptarieexamen;Kvinnor;-24;125
HT2004;;Receptarieexamen;Kvinnor;25-34;113
HT2004;;Receptarieexamen;Kvinnor;35-;93
HT2004;;Receptarieexamen;Kvinnor;Total;331
HT2004;;Receptarieexamen;Män;-24;15
HT2004;;Receptarieexamen;Män;25-34;12
HT2004;;Receptarieexamen;Män;35-;8
HT2004;;Receptarieexamen;Män;Total;35
HT2004;;Receptarieexamen;Total;-24;140
HT2004;;Receptarieexamen;Total;25-34;125
HT2004;;Receptarieexamen;Total;35-;101
HT2004;;Receptarieexamen;Total;Total;366
HT2004;;Röntgensjuksköterskeexamen;Kvinnor;-24;61
HT2004;;Röntgensjuksköterskeexamen;Kvinnor;25-34;67
HT2004;;Röntgensjuksköterskeexamen;Kvinnor;35-;39
HT2004;;Röntgensjuksköterskeexamen;Kvinnor;Total;167
HT2004;;Röntgensjuksköterskeexamen;Män;-24;12
HT2004;;Röntgensjuksköterskeexamen;Män;25-34;17
HT2004;;Röntgensjuksköterskeexamen;Män;35-;18
HT2004;;Röntgensjuksköterskeexamen;Män;Total;47
HT2004;;Röntgensjuksköterskeexamen;Total;-24;73
HT2004;;Röntgensjuksköterskeexamen;Total;25-34;84
HT2004;;Röntgensjuksköterskeexamen;Total;35-;57
HT2004;;Röntgensjuksköterskeexamen;Total;Total;214
HT2004;;Sjukhusfysikerexamen;Kvinnor;-24;13
HT2004;;Sjukhusfysikerexamen;Kvinnor;25-34;1
HT2004;;Sjukhusfysikerexamen;Kvinnor;Total;14
HT2004;;Sjukhusfysikerexamen;Män;-24;7
HT2004;;Sjukhusfysikerexamen;Män;25-34;1
HT2004;;Sjukhusfysikerexamen;Män;35-;1
HT2004;;Sjukhusfysikerexamen;Män;Total;9
HT2004;;Sjukhusfysikerexamen;Total;-24;20
HT2004;;Sjukhusfysikerexamen;Total;25-34;2
HT2004;;Sjukhusfysikerexamen;Total;35-;1
HT2004;;Sjukhusfysikerexamen;Total;Total;23
HT2004;;Sjuksköterskeexamen;Kvinnor;-24;1013
HT2004;;Sjuksköterskeexamen;Kvinnor;25-34;649
HT2004;;Sjuksköterskeexamen;Kvinnor;35-;452
HT2004;;Sjuksköterskeexamen;Kvinnor;Total;2114
HT2004;;Sjuksköterskeexamen;Män;-24;235
HT2004;;Sjuksköterskeexamen;Män;25-34;166
HT2004;;Sjuksköterskeexamen;Män;35-;84
HT2004;;Sjuksköterskeexamen;Män;Total;485
HT2004;;Sjuksköterskeexamen;Total;-24;1248
HT2004;;Sjuksköterskeexamen;Total;25-34;815
HT2004;;Sjuksköterskeexamen;Total;35-;536
HT2004;;Sjuksköterskeexamen;Total;Total;2599
HT2004;;Sjöingenjörsexamen;Kvinnor;-24;9
HT2004;;Sjöingenjörsexamen;Kvinnor;Total;9
HT2004;;Sjöingenjörsexamen;Män;-24;105
HT2004;;Sjöingenjörsexamen;Män;25-34;23
HT2004;;Sjöingenjörsexamen;Män;35-;6
HT2004;;Sjöingenjörsexamen;Män;Total;134
HT2004;;Sjöingenjörsexamen;Total;-24;114
HT2004;;Sjöingenjörsexamen;Total;25-34;23
HT2004;;Sjöingenjörsexamen;Total;35-;6
HT2004;;Sjöingenjörsexamen;Total;Total;143
HT2004;;Sjökaptensexamen;Kvinnor;-24;18
HT2004;;Sjökaptensexamen;Kvinnor;25-34;2
HT2004;;Sjökaptensexamen;Kvinnor;35-;2
HT2004;;Sjökaptensexamen;Kvinnor;Total;22
HT2004;;Sjökaptensexamen;Män;-24;88
HT2004;;Sjökaptensexamen;Män;25-34;45
HT2004;;Sjökaptensexamen;Män;35-;24
HT2004;;Sjökaptensexamen;Män;Total;157
HT2004;;Sjökaptensexamen;Total;-24;106
HT2004;;Sjökaptensexamen;Total;25-34;47
HT2004;;Sjökaptensexamen;Total;35-;26
HT2004;;Sjökaptensexamen;Total;Total;179
HT2004;;Skogsmästarexamen;Kvinnor;-24;2
HT2004;;Skogsmästarexamen;Kvinnor;25-34;2
HT2004;;Skogsmästarexamen;Kvinnor;Total;4
HT2004;;Skogsmästarexamen;Män;-24;22
HT2004;;Skogsmästarexamen;Män;25-34;13
HT2004;;Skogsmästarexamen;Män;35-;6
HT2004;;Skogsmästarexamen;Män;Total;41
HT2004;;Skogsmästarexamen;Total;-24;24
HT2004;;Skogsmästarexamen;Total;25-34;15
HT2004;;Skogsmästarexamen;Total;35-;6
HT2004;;Skogsmästarexamen;Total;Total;45
HT2004;;Social omsorgsexamen;Kvinnor;-24;99
HT2004;;Social omsorgsexamen;Kvinnor;25-34;145
HT2004;;Social omsorgsexamen;Kvinnor;35-;137
HT2004;;Social omsorgsexamen;Kvinnor;Total;381
HT2004;;Social omsorgsexamen;Män;-24;11
HT2004;;Social omsorgsexamen;Män;25-34;18
HT2004;;Social omsorgsexamen;Män;35-;13
HT2004;;Social omsorgsexamen;Män;Total;42
HT2004;;Social omsorgsexamen;Total;-24;110
HT2004;;Social omsorgsexamen;Total;25-34;163
HT2004;;Social omsorgsexamen;Total;35-;150
HT2004;;Social omsorgsexamen;Total;Total;423
HT2004;;Socionomexamen;Kvinnor;-24;519
HT2004;;Socionomexamen;Kvinnor;25-34;279
HT2004;;Socionomexamen;Kvinnor;35-;222
HT2004;;Socionomexamen;Kvinnor;Total;1020
HT2004;;Socionomexamen;Män;-24;88
HT2004;;Socionomexamen;Män;25-34;110
HT2004;;Socionomexamen;Män;35-;38
HT2004;;Socionomexamen;Män;Total;236
HT2004;;Socionomexamen;Total;-24;607
HT2004;;Socionomexamen;Total;25-34;389
HT2004;;Socionomexamen;Total;35-;260
HT2004;;Socionomexamen;Total;Total;1256
HT2004;;Specialistsjuksköterskeexamen;Kvinnor;-24;29
HT2004;;Specialistsjuksköterskeexamen;Kvinnor;25-34;487
HT2004;;Specialistsjuksköterskeexamen;Kvinnor;35-;687
HT2004;;Specialistsjuksköterskeexamen;Kvinnor;Total;1203
HT2004;;Specialistsjuksköterskeexamen;Män;-24;6
HT2004;;Specialistsjuksköterskeexamen;Män;25-34;128
HT2004;;Specialistsjuksköterskeexamen;Män;35-;70
HT2004;;Specialistsjuksköterskeexamen;Män;Total;204
HT2004;;Specialistsjuksköterskeexamen;Total;-24;35
HT2004;;Specialistsjuksköterskeexamen;Total;25-34;615
HT2004;;Specialistsjuksköterskeexamen;Total;35-;757
HT2004;;Specialistsjuksköterskeexamen;Total;Total;1407
HT2004;;Specialpedagogexamen;Kvinnor;25-34;125
HT2004;;Specialpedagogexamen;Kvinnor;35-;364
HT2004;;Specialpedagogexamen;Kvinnor;Total;489
HT2004;;Specialpedagogexamen;Män;25-34;12
HT2004;;Specialpedagogexamen;Män;35-;29
HT2004;;Specialpedagogexamen;Män;Total;41
HT2004;;Specialpedagogexamen;Total;25-34;137
HT2004;;Specialpedagogexamen;Total;35-;393
HT2004;;Specialpedagogexamen;Total;Total;530
HT2004;;Studie- och yrkesvägledarexamen;Kvinnor;-24;24
HT2004;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;90
HT2004;;Studie- och yrkesvägledarexamen;Kvinnor;35-;141
HT2004;;Studie- och yrkesvägledarexamen;Kvinnor;Total;255
HT2004;;Studie- och yrkesvägledarexamen;Män;-24;5
HT2004;;Studie- och yrkesvägledarexamen;Män;25-34;18
HT2004;;Studie- och yrkesvägledarexamen;Män;35-;14
HT2004;;Studie- och yrkesvägledarexamen;Män;Total;37
HT2004;;Studie- och yrkesvägledarexamen;Total;-24;29
HT2004;;Studie- och yrkesvägledarexamen;Total;25-34;108
HT2004;;Studie- och yrkesvägledarexamen;Total;35-;155
HT2004;;Studie- och yrkesvägledarexamen;Total;Total;292
HT2004;;Tandhygienistexamen;Kvinnor;-24;93
HT2004;;Tandhygienistexamen;Kvinnor;25-34;74
HT2004;;Tandhygienistexamen;Kvinnor;35-;69
HT2004;;Tandhygienistexamen;Kvinnor;Total;236
HT2004;;Tandhygienistexamen;Män;-24;7
HT2004;;Tandhygienistexamen;Män;25-34;5
HT2004;;Tandhygienistexamen;Män;35-;1
HT2004;;Tandhygienistexamen;Män;Total;13
HT2004;;Tandhygienistexamen;Total;-24;100
HT2004;;Tandhygienistexamen;Total;25-34;79
HT2004;;Tandhygienistexamen;Total;35-;70
HT2004;;Tandhygienistexamen;Total;Total;249
HT2004;;Tandläkarexamen;Kvinnor;-24;72
HT2004;;Tandläkarexamen;Kvinnor;25-34;12
HT2004;;Tandläkarexamen;Kvinnor;35-;7
HT2004;;Tandläkarexamen;Kvinnor;Total;91
HT2004;;Tandläkarexamen;Män;-24;38
HT2004;;Tandläkarexamen;Män;25-34;13
HT2004;;Tandläkarexamen;Män;35-;3
HT2004;;Tandläkarexamen;Män;Total;54
HT2004;;Tandläkarexamen;Total;-24;110
HT2004;;Tandläkarexamen;Total;25-34;25
HT2004;;Tandläkarexamen;Total;35-;10
HT2004;;Tandläkarexamen;Total;Total;145
HT2004;;Tandteknikerexamen;Kvinnor;-24;33
HT2004;;Tandteknikerexamen;Kvinnor;25-34;29
HT2004;;Tandteknikerexamen;Kvinnor;35-;6
HT2004;;Tandteknikerexamen;Kvinnor;Total;68
HT2004;;Tandteknikerexamen;Män;-24;15
HT2004;;Tandteknikerexamen;Män;25-34;12
HT2004;;Tandteknikerexamen;Män;35-;5
HT2004;;Tandteknikerexamen;Män;Total;32
HT2004;;Tandteknikerexamen;Total;-24;48
HT2004;;Tandteknikerexamen;Total;25-34;41
HT2004;;Tandteknikerexamen;Total;35-;11
HT2004;;Tandteknikerexamen;Total;Total;100
HT2004;;Teologie kandidatexamen;Kvinnor;-24;101
