Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2013;;Hortonomexamen;Män;Total;2
HT2013;;Hortonomexamen;Total;-24;10
HT2013;;Hortonomexamen;Total;25-34;1
HT2013;;Hortonomexamen;Total;35-;1
HT2013;;Hortonomexamen;Total;Total;12
HT2013;;Högskoleingenjörsexamen;Kvinnor;-24;1056
HT2013;;Högskoleingenjörsexamen;Kvinnor;25-34;221
HT2013;;Högskoleingenjörsexamen;Kvinnor;35-;58
HT2013;;Högskoleingenjörsexamen;Kvinnor;Total;1335
HT2013;;Högskoleingenjörsexamen;Män;-24;3123
HT2013;;Högskoleingenjörsexamen;Män;25-34;677
HT2013;;Högskoleingenjörsexamen;Män;35-;142
HT2013;;Högskoleingenjörsexamen;Män;Total;3942
HT2013;;Högskoleingenjörsexamen;Total;-24;4179
HT2013;;Högskoleingenjörsexamen;Total;25-34;898
HT2013;;Högskoleingenjörsexamen;Total;35-;200
HT2013;;Högskoleingenjörsexamen;Total;Total;5277
HT2013;;Juristexamen;Kvinnor;-24;688
HT2013;;Juristexamen;Kvinnor;25-34;77
HT2013;;Juristexamen;Kvinnor;35-;11
HT2013;;Juristexamen;Kvinnor;Total;776
HT2013;;Juristexamen;Män;-24;435
HT2013;;Juristexamen;Män;25-34;106
HT2013;;Juristexamen;Män;35-;16
HT2013;;Juristexamen;Män;Total;557
HT2013;;Juristexamen;Total;-24;1123
HT2013;;Juristexamen;Total;25-34;183
HT2013;;Juristexamen;Total;35-;27
HT2013;;Juristexamen;Total;Total;1333
HT2013;;Jägmästarexamen;Kvinnor;-24;34
HT2013;;Jägmästarexamen;Kvinnor;25-34;2
HT2013;;Jägmästarexamen;Kvinnor;35-;1
HT2013;;Jägmästarexamen;Kvinnor;Total;37
HT2013;;Jägmästarexamen;Män;-24;47
HT2013;;Jägmästarexamen;Män;25-34;11
HT2013;;Jägmästarexamen;Män;Total;58
HT2013;;Jägmästarexamen;Total;-24;81
HT2013;;Jägmästarexamen;Total;25-34;13
HT2013;;Jägmästarexamen;Total;35-;1
HT2013;;Jägmästarexamen;Total;Total;95
HT2013;;Landskapsarkitektexamen;Kvinnor;-24;77
HT2013;;Landskapsarkitektexamen;Kvinnor;25-34;13
HT2013;;Landskapsarkitektexamen;Kvinnor;35-;2
HT2013;;Landskapsarkitektexamen;Kvinnor;Total;92
HT2013;;Landskapsarkitektexamen;Män;-24;26
HT2013;;Landskapsarkitektexamen;Män;25-34;5
HT2013;;Landskapsarkitektexamen;Män;Total;31
HT2013;;Landskapsarkitektexamen;Total;-24;103
HT2013;;Landskapsarkitektexamen;Total;25-34;18
HT2013;;Landskapsarkitektexamen;Total;35-;2
HT2013;;Landskapsarkitektexamen;Total;Total;123
HT2013;;Landskapsingenjörsexamen;Kvinnor;-24;29
HT2013;;Landskapsingenjörsexamen;Kvinnor;25-34;10
HT2013;;Landskapsingenjörsexamen;Kvinnor;35-;2
HT2013;;Landskapsingenjörsexamen;Kvinnor;Total;41
HT2013;;Landskapsingenjörsexamen;Män;-24;9
HT2013;;Landskapsingenjörsexamen;Män;25-34;4
HT2013;;Landskapsingenjörsexamen;Män;35-;1
HT2013;;Landskapsingenjörsexamen;Män;Total;14
HT2013;;Landskapsingenjörsexamen;Total;-24;38
HT2013;;Landskapsingenjörsexamen;Total;25-34;14
HT2013;;Landskapsingenjörsexamen;Total;35-;3
HT2013;;Landskapsingenjörsexamen;Total;Total;55
HT2013;;Lantmästarexamen;Kvinnor;-24;11
HT2013;;Lantmästarexamen;Kvinnor;25-34;5
HT2013;;Lantmästarexamen;Kvinnor;35-;2
HT2013;;Lantmästarexamen;Kvinnor;Total;18
HT2013;;Lantmästarexamen;Män;-24;26
HT2013;;Lantmästarexamen;Män;25-34;6
HT2013;;Lantmästarexamen;Män;35-;1
HT2013;;Lantmästarexamen;Män;Total;33
HT2013;;Lantmästarexamen;Total;-24;37
HT2013;;Lantmästarexamen;Total;25-34;11
HT2013;;Lantmästarexamen;Total;35-;3
HT2013;;Lantmästarexamen;Total;Total;51
HT2013;;Logopedexamen;Kvinnor;-24;96
HT2013;;Logopedexamen;Kvinnor;25-34;27
HT2013;;Logopedexamen;Kvinnor;35-;8
HT2013;;Logopedexamen;Kvinnor;Total;131
HT2013;;Logopedexamen;Män;-24;13
HT2013;;Logopedexamen;Män;25-34;8
HT2013;;Logopedexamen;Män;Total;21
HT2013;;Logopedexamen;Total;-24;109
HT2013;;Logopedexamen;Total;25-34;35
HT2013;;Logopedexamen;Total;35-;8
HT2013;;Logopedexamen;Total;Total;152
HT2013;;Läkarexamen;Kvinnor;-24;369
HT2013;;Läkarexamen;Kvinnor;25-34;73
HT2013;;Läkarexamen;Kvinnor;35-;27
HT2013;;Läkarexamen;Kvinnor;Total;469
HT2013;;Läkarexamen;Män;-24;283
HT2013;;Läkarexamen;Män;25-34;86
HT2013;;Läkarexamen;Män;35-;26
HT2013;;Läkarexamen;Män;Total;395
HT2013;;Läkarexamen;Total;-24;652
HT2013;;Läkarexamen;Total;25-34;159
HT2013;;Läkarexamen;Total;35-;53
HT2013;;Läkarexamen;Total;Total;864
HT2013;;Lärarexamen;Kvinnor;-24;5
HT2013;;Lärarexamen;Kvinnor;25-34;1
HT2013;;Lärarexamen;Kvinnor;35-;5
HT2013;;Lärarexamen;Kvinnor;Total;11
HT2013;;Lärarexamen;Män;-24;3
HT2013;;Lärarexamen;Män;25-34;3
HT2013;;Lärarexamen;Män;Total;6
HT2013;;Lärarexamen;Total;-24;8
HT2013;;Lärarexamen;Total;25-34;4
HT2013;;Lärarexamen;Total;35-;5
HT2013;;Lärarexamen;Total;Total;17
HT2013;;Officersexamen;Kvinnor;-24;7
HT2013;;Officersexamen;Kvinnor;25-34;2
HT2013;;Officersexamen;Kvinnor;Total;9
HT2013;;Officersexamen;Män;-24;52
HT2013;;Officersexamen;Män;25-34;27
HT2013;;Officersexamen;Män;Total;79
HT2013;;Officersexamen;Total;-24;59
HT2013;;Officersexamen;Total;25-34;29
HT2013;;Officersexamen;Total;Total;88
HT2013;;Optikerexamen;Kvinnor;-24;56
HT2013;;Optikerexamen;Kvinnor;25-34;15
HT2013;;Optikerexamen;Kvinnor;35-;2
HT2013;;Optikerexamen;Kvinnor;Total;73
HT2013;;Optikerexamen;Män;-24;11
HT2013;;Optikerexamen;Män;25-34;3
HT2013;;Optikerexamen;Män;Total;14
HT2013;;Optikerexamen;Total;-24;67
HT2013;;Optikerexamen;Total;25-34;18
HT2013;;Optikerexamen;Total;35-;2
HT2013;;Optikerexamen;Total;Total;87
HT2013;;Ortopedingenjörsexamen;Kvinnor;-24;23
HT2013;;Ortopedingenjörsexamen;Kvinnor;25-34;1
HT2013;;Ortopedingenjörsexamen;Kvinnor;Total;24
HT2013;;Ortopedingenjörsexamen;Män;-24;10
HT2013;;Ortopedingenjörsexamen;Män;25-34;1
HT2013;;Ortopedingenjörsexamen;Män;Total;11
HT2013;;Ortopedingenjörsexamen;Total;-24;33
HT2013;;Ortopedingenjörsexamen;Total;25-34;2
HT2013;;Ortopedingenjörsexamen;Total;Total;35
HT2013;;Psykologexamen;Kvinnor;-24;241
HT2013;;Psykologexamen;Kvinnor;25-34;84
HT2013;;Psykologexamen;Kvinnor;35-;30
HT2013;;Psykologexamen;Kvinnor;Total;355
HT2013;;Psykologexamen;Män;-24;104
HT2013;;Psykologexamen;Män;25-34;77
HT2013;;Psykologexamen;Män;35-;12
HT2013;;Psykologexamen;Män;Total;193
HT2013;;Psykologexamen;Total;-24;345
HT2013;;Psykologexamen;Total;25-34;161
HT2013;;Psykologexamen;Total;35-;42
HT2013;;Psykologexamen;Total;Total;548
HT2013;;Psykoterapeutexamen;Kvinnor;25-34;5
HT2013;;Psykoterapeutexamen;Kvinnor;35-;49
HT2013;;Psykoterapeutexamen;Kvinnor;Total;54
HT2013;;Psykoterapeutexamen;Män;25-34;2
HT2013;;Psykoterapeutexamen;Män;35-;10
HT2013;;Psykoterapeutexamen;Män;Total;12
HT2013;;Psykoterapeutexamen;Total;25-34;7
HT2013;;Psykoterapeutexamen;Total;35-;59
HT2013;;Psykoterapeutexamen;Total;Total;66
HT2013;;Receptarieexamen;Kvinnor;-24;140
HT2013;;Receptarieexamen;Kvinnor;25-34;64
HT2013;;Receptarieexamen;Kvinnor;35-;29
HT2013;;Receptarieexamen;Kvinnor;Total;233
HT2013;;Receptarieexamen;Män;-24;28
HT2013;;Receptarieexamen;Män;25-34;15
HT2013;;Receptarieexamen;Män;35-;9
HT2013;;Receptarieexamen;Män;Total;52
HT2013;;Receptarieexamen;Total;-24;168
HT2013;;Receptarieexamen;Total;25-34;79
HT2013;;Receptarieexamen;Total;35-;38
HT2013;;Receptarieexamen;Total;Total;285
HT2013;;Röntgensjuksköterskeexamen;Kvinnor;-24;103
HT2013;;Röntgensjuksköterskeexamen;Kvinnor;25-34;41
HT2013;;Röntgensjuksköterskeexamen;Kvinnor;35-;24
HT2013;;Röntgensjuksköterskeexamen;Kvinnor;Total;168
HT2013;;Röntgensjuksköterskeexamen;Män;-24;34
HT2013;;Röntgensjuksköterskeexamen;Män;25-34;24
HT2013;;Röntgensjuksköterskeexamen;Män;35-;8
HT2013;;Röntgensjuksköterskeexamen;Män;Total;66
HT2013;;Röntgensjuksköterskeexamen;Total;-24;137
HT2013;;Röntgensjuksköterskeexamen;Total;25-34;65
HT2013;;Röntgensjuksköterskeexamen;Total;35-;32
HT2013;;Röntgensjuksköterskeexamen;Total;Total;234
HT2013;;Sjukhusfysikerexamen;Kvinnor;-24;23
HT2013;;Sjukhusfysikerexamen;Kvinnor;25-34;2
HT2013;;Sjukhusfysikerexamen;Kvinnor;Total;25
HT2013;;Sjukhusfysikerexamen;Män;-24;21
HT2013;;Sjukhusfysikerexamen;Män;25-34;2
HT2013;;Sjukhusfysikerexamen;Män;35-;2
HT2013;;Sjukhusfysikerexamen;Män;Total;25
HT2013;;Sjukhusfysikerexamen;Total;-24;44
HT2013;;Sjukhusfysikerexamen;Total;25-34;4
HT2013;;Sjukhusfysikerexamen;Total;35-;2
HT2013;;Sjukhusfysikerexamen;Total;Total;50
HT2013;;Sjuksköterskeexamen;Kvinnor;-24;1786
HT2013;;Sjuksköterskeexamen;Kvinnor;25-34;565
HT2013;;Sjuksköterskeexamen;Kvinnor;35-;249
HT2013;;Sjuksköterskeexamen;Kvinnor;Total;2600
HT2013;;Sjuksköterskeexamen;Män;-24;277
HT2013;;Sjuksköterskeexamen;Män;25-34;177
HT2013;;Sjuksköterskeexamen;Män;35-;67
HT2013;;Sjuksköterskeexamen;Män;Total;521
HT2013;;Sjuksköterskeexamen;Total;-24;2063
HT2013;;Sjuksköterskeexamen;Total;25-34;742
HT2013;;Sjuksköterskeexamen;Total;35-;316
HT2013;;Sjuksköterskeexamen;Total;Total;3121
HT2013;;Sjöingenjörsexamen;Kvinnor;-24;10
HT2013;;Sjöingenjörsexamen;Kvinnor;25-34;3
HT2013;;Sjöingenjörsexamen;Kvinnor;Total;13
HT2013;;Sjöingenjörsexamen;Män;-24;102
HT2013;;Sjöingenjörsexamen;Män;25-34;32
HT2013;;Sjöingenjörsexamen;Män;35-;5
HT2013;;Sjöingenjörsexamen;Män;Total;139
HT2013;;Sjöingenjörsexamen;Total;-24;112
HT2013;;Sjöingenjörsexamen;Total;25-34;35
HT2013;;Sjöingenjörsexamen;Total;35-;5
HT2013;;Sjöingenjörsexamen;Total;Total;152
HT2013;;Sjökaptensexamen;Kvinnor;-24;25
HT2013;;Sjökaptensexamen;Kvinnor;25-34;5
HT2013;;Sjökaptensexamen;Kvinnor;Total;30
HT2013;;Sjökaptensexamen;Män;-24;107
HT2013;;Sjökaptensexamen;Män;25-34;40
HT2013;;Sjökaptensexamen;Män;35-;8
HT2013;;Sjökaptensexamen;Män;Total;155
HT2013;;Sjökaptensexamen;Total;-24;132
HT2013;;Sjökaptensexamen;Total;25-34;45
HT2013;;Sjökaptensexamen;Total;35-;8
HT2013;;Sjökaptensexamen;Total;Total;185
HT2013;;Skogsmästarexamen;Kvinnor;-24;5
HT2013;;Skogsmästarexamen;Kvinnor;25-34;5
HT2013;;Skogsmästarexamen;Kvinnor;Total;10
HT2013;;Skogsmästarexamen;Män;-24;35
HT2013;;Skogsmästarexamen;Män;25-34;4
HT2013;;Skogsmästarexamen;Män;35-;3
HT2013;;Skogsmästarexamen;Män;Total;42
HT2013;;Skogsmästarexamen;Total;-24;40
HT2013;;Skogsmästarexamen;Total;25-34;9
HT2013;;Skogsmästarexamen;Total;35-;3
HT2013;;Skogsmästarexamen;Total;Total;52
HT2013;;Socionomexamen;Kvinnor;-24;1086
HT2013;;Socionomexamen;Kvinnor;25-34;317
HT2013;;Socionomexamen;Kvinnor;35-;131
HT2013;;Socionomexamen;Kvinnor;Total;1534
HT2013;;Socionomexamen;Män;-24;177
HT2013;;Socionomexamen;Män;25-34;86
HT2013;;Socionomexamen;Män;35-;41
HT2013;;Socionomexamen;Män;Total;304
HT2013;;Socionomexamen;Total;-24;1263
HT2013;;Socionomexamen;Total;25-34;403
HT2013;;Socionomexamen;Total;35-;172
HT2013;;Socionomexamen;Total;Total;1838
HT2013;;Specialistsjuksköterskeexamen;Kvinnor;-24;52
HT2013;;Specialistsjuksköterskeexamen;Kvinnor;25-34;955
HT2013;;Specialistsjuksköterskeexamen;Kvinnor;35-;1059
HT2013;;Specialistsjuksköterskeexamen;Kvinnor;Total;2066
HT2013;;Specialistsjuksköterskeexamen;Män;-24;8
HT2013;;Specialistsjuksköterskeexamen;Män;25-34;171
HT2013;;Specialistsjuksköterskeexamen;Män;35-;149
HT2013;;Specialistsjuksköterskeexamen;Män;Total;328
HT2013;;Specialistsjuksköterskeexamen;Total;-24;60
HT2013;;Specialistsjuksköterskeexamen;Total;25-34;1126
HT2013;;Specialistsjuksköterskeexamen;Total;35-;1208
HT2013;;Specialistsjuksköterskeexamen;Total;Total;2394
HT2013;;Speciallärarexamen;Kvinnor;25-34;71
HT2013;;Speciallärarexamen;Kvinnor;35-;468
HT2013;;Speciallärarexamen;Kvinnor;Total;539
HT2013;;Speciallärarexamen;Män;25-34;7
HT2013;;Speciallärarexamen;Män;35-;39
HT2013;;Speciallärarexamen;Män;Total;46
HT2013;;Speciallärarexamen;Total;25-34;78
HT2013;;Speciallärarexamen;Total;35-;507
HT2013;;Speciallärarexamen;Total;Total;585
HT2013;;Specialpedagogexamen;Kvinnor;25-34;84
HT2013;;Specialpedagogexamen;Kvinnor;35-;317
HT2013;;Specialpedagogexamen;Kvinnor;Total;401
HT2013;;Specialpedagogexamen;Män;25-34;5
HT2013;;Specialpedagogexamen;Män;35-;23
HT2013;;Specialpedagogexamen;Män;Total;28
HT2013;;Specialpedagogexamen;Total;25-34;89
HT2013;;Specialpedagogexamen;Total;35-;340
HT2013;;Specialpedagogexamen;Total;Total;429
HT2013;;Studie- och yrkesvägledarexamen;Kvinnor;-24;137
HT2013;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;119
HT2013;;Studie- och yrkesvägledarexamen;Kvinnor;35-;74
HT2013;;Studie- och yrkesvägledarexamen;Kvinnor;Total;330
HT2013;;Studie- och yrkesvägledarexamen;Män;-24;32
HT2013;;Studie- och yrkesvägledarexamen;Män;25-34;21
HT2013;;Studie- och yrkesvägledarexamen;Män;35-;15
HT2013;;Studie- och yrkesvägledarexamen;Män;Total;68
HT2013;;Studie- och yrkesvägledarexamen;Total;-24;169
HT2013;;Studie- och yrkesvägledarexamen;Total;25-34;140
HT2013;;Studie- och yrkesvägledarexamen;Total;35-;89
HT2013;;Studie- och yrkesvägledarexamen;Total;Total;398
HT2013;;Tandhygienistexamen;Kvinnor;-24;161
HT2013;;Tandhygienistexamen;Kvinnor;25-34;85
HT2013;;Tandhygienistexamen;Kvinnor;35-;25
HT2013;;Tandhygienistexamen;Kvinnor;Total;271
HT2013;;Tandhygienistexamen;Män;-24;18
HT2013;;Tandhygienistexamen;Män;25-34;5
HT2013;;Tandhygienistexamen;Män;35-;6
HT2013;;Tandhygienistexamen;Män;Total;29
HT2013;;Tandhygienistexamen;Total;-24;179
HT2013;;Tandhygienistexamen;Total;25-34;90
HT2013;;Tandhygienistexamen;Total;35-;31
HT2013;;Tandhygienistexamen;Total;Total;300
HT2013;;Tandläkarexamen;Kvinnor;-24;111
HT2013;;Tandläkarexamen;Kvinnor;25-34;18
HT2013;;Tandläkarexamen;Kvinnor;35-;3
HT2013;;Tandläkarexamen;Kvinnor;Total;132
HT2013;;Tandläkarexamen;Män;-24;62
HT2013;;Tandläkarexamen;Män;25-34;20
HT2013;;Tandläkarexamen;Män;35-;4
HT2013;;Tandläkarexamen;Män;Total;86
HT2013;;Tandläkarexamen;Total;-24;173
HT2013;;Tandläkarexamen;Total;25-34;38
HT2013;;Tandläkarexamen;Total;35-;7
HT2013;;Tandläkarexamen;Total;Total;218
HT2013;;Tandteknikerexamen;Kvinnor;-24;44
HT2013;;Tandteknikerexamen;Kvinnor;25-34;16
HT2013;;Tandteknikerexamen;Kvinnor;35-;3
HT2013;;Tandteknikerexamen;Kvinnor;Total;63
HT2013;;Tandteknikerexamen;Män;-24;7
HT2013;;Tandteknikerexamen;Män;25-34;9
HT2013;;Tandteknikerexamen;Män;35-;3
HT2013;;Tandteknikerexamen;Män;Total;19
HT2013;;Tandteknikerexamen;Total;-24;51
HT2013;;Tandteknikerexamen;Total;25-34;25
HT2013;;Tandteknikerexamen;Total;35-;6
HT2013;;Tandteknikerexamen;Total;Total;82
HT2013;;Veterinärexamen;Kvinnor;-24;78
HT2013;;Veterinärexamen;Kvinnor;25-34;11
HT2013;;Veterinärexamen;Kvinnor;35-;4
HT2013;;Veterinärexamen;Kvinnor;Total;93
HT2013;;Veterinärexamen;Män;-24;6
HT2013;;Veterinärexamen;Män;25-34;5
HT2013;;Veterinärexamen;Män;35-;3
HT2013;;Veterinärexamen;Män;Total;14
HT2013;;Veterinärexamen;Total;-24;84
