Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2002;;Lantmästarexamen;Män;-24;49
HT2002;;Lantmästarexamen;Män;25-34;15
HT2002;;Lantmästarexamen;Män;35-;1
HT2002;;Lantmästarexamen;Män;Total;65
HT2002;;Lantmästarexamen;Total;-24;54
HT2002;;Lantmästarexamen;Total;25-34;21
HT2002;;Lantmästarexamen;Total;35-;2
HT2002;;Lantmästarexamen;Total;Total;77
HT2002;;Logopedexamen;Kvinnor;-24;25
HT2002;;Logopedexamen;Kvinnor;25-34;10
HT2002;;Logopedexamen;Kvinnor;35-;4
HT2002;;Logopedexamen;Kvinnor;Total;39
HT2002;;Logopedexamen;Män;35-;1
HT2002;;Logopedexamen;Män;Total;1
HT2002;;Logopedexamen;Total;-24;25
HT2002;;Logopedexamen;Total;25-34;10
HT2002;;Logopedexamen;Total;35-;5
HT2002;;Logopedexamen;Total;Total;40
HT2002;;Läkarexamen;Kvinnor;-24;227
HT2002;;Läkarexamen;Kvinnor;25-34;55
HT2002;;Läkarexamen;Kvinnor;35-;11
HT2002;;Läkarexamen;Kvinnor;Total;293
HT2002;;Läkarexamen;Män;-24;171
HT2002;;Läkarexamen;Män;25-34;68
HT2002;;Läkarexamen;Män;35-;15
HT2002;;Läkarexamen;Män;Total;254
HT2002;;Läkarexamen;Total;-24;398
HT2002;;Läkarexamen;Total;25-34;123
HT2002;;Läkarexamen;Total;35-;26
HT2002;;Läkarexamen;Total;Total;547
HT2002;;Lärarexamen;Kvinnor;-24;4439
HT2002;;Lärarexamen;Kvinnor;25-34;2090
HT2002;;Lärarexamen;Kvinnor;35-;1378
HT2002;;Lärarexamen;Kvinnor;Total;7907
HT2002;;Lärarexamen;Män;-24;1522
HT2002;;Lärarexamen;Män;25-34;677
HT2002;;Lärarexamen;Män;35-;291
HT2002;;Lärarexamen;Män;Total;2490
HT2002;;Lärarexamen;Total;-24;5961
HT2002;;Lärarexamen;Total;25-34;2767
HT2002;;Lärarexamen;Total;35-;1669
HT2002;;Lärarexamen;Total;Total;10397
HT2002;;Optikerexamen;Kvinnor;-24;49
HT2002;;Optikerexamen;Kvinnor;25-34;25
HT2002;;Optikerexamen;Kvinnor;35-;7
HT2002;;Optikerexamen;Kvinnor;Total;81
HT2002;;Optikerexamen;Män;-24;8
HT2002;;Optikerexamen;Män;25-34;3
HT2002;;Optikerexamen;Män;35-;1
HT2002;;Optikerexamen;Män;Total;12
HT2002;;Optikerexamen;Total;-24;57
HT2002;;Optikerexamen;Total;25-34;28
HT2002;;Optikerexamen;Total;35-;8
HT2002;;Optikerexamen;Total;Total;93
HT2002;;Ortopedingenjörsexamen;Kvinnor;-24;13
HT2002;;Ortopedingenjörsexamen;Kvinnor;25-34;1
HT2002;;Ortopedingenjörsexamen;Kvinnor;35-;2
HT2002;;Ortopedingenjörsexamen;Kvinnor;Total;16
HT2002;;Ortopedingenjörsexamen;Män;-24;7
HT2002;;Ortopedingenjörsexamen;Män;25-34;6
HT2002;;Ortopedingenjörsexamen;Män;35-;1
HT2002;;Ortopedingenjörsexamen;Män;Total;14
HT2002;;Ortopedingenjörsexamen;Total;-24;20
HT2002;;Ortopedingenjörsexamen;Total;25-34;7
HT2002;;Ortopedingenjörsexamen;Total;35-;3
HT2002;;Ortopedingenjörsexamen;Total;Total;30
HT2002;;Psykologexamen;Kvinnor;-24;91
HT2002;;Psykologexamen;Kvinnor;25-34;67
HT2002;;Psykologexamen;Kvinnor;35-;33
HT2002;;Psykologexamen;Kvinnor;Total;191
HT2002;;Psykologexamen;Män;-24;26
HT2002;;Psykologexamen;Män;25-34;41
HT2002;;Psykologexamen;Män;35-;16
HT2002;;Psykologexamen;Män;Total;83
HT2002;;Psykologexamen;Total;-24;117
HT2002;;Psykologexamen;Total;25-34;108
HT2002;;Psykologexamen;Total;35-;49
HT2002;;Psykologexamen;Total;Total;274
HT2002;;Psykoterapeutexamen;Kvinnor;25-34;1
HT2002;;Psykoterapeutexamen;Kvinnor;35-;16
HT2002;;Psykoterapeutexamen;Kvinnor;Total;17
HT2002;;Psykoterapeutexamen;Män;35-;1
HT2002;;Psykoterapeutexamen;Män;Total;1
HT2002;;Psykoterapeutexamen;Total;25-34;1
HT2002;;Psykoterapeutexamen;Total;35-;17
HT2002;;Psykoterapeutexamen;Total;Total;18
HT2002;;Receptarieexamen;Kvinnor;-24;114
HT2002;;Receptarieexamen;Kvinnor;25-34;63
HT2002;;Receptarieexamen;Kvinnor;35-;85
HT2002;;Receptarieexamen;Kvinnor;Total;262
HT2002;;Receptarieexamen;Män;-24;6
HT2002;;Receptarieexamen;Män;25-34;5
HT2002;;Receptarieexamen;Män;35-;5
HT2002;;Receptarieexamen;Män;Total;16
HT2002;;Receptarieexamen;Total;-24;120
HT2002;;Receptarieexamen;Total;25-34;68
HT2002;;Receptarieexamen;Total;35-;90
HT2002;;Receptarieexamen;Total;Total;278
HT2002;;Röntgensjuksköterskeexamen;Kvinnor;-24;57
HT2002;;Röntgensjuksköterskeexamen;Kvinnor;25-34;52
HT2002;;Röntgensjuksköterskeexamen;Kvinnor;35-;52
HT2002;;Röntgensjuksköterskeexamen;Kvinnor;Total;161
HT2002;;Röntgensjuksköterskeexamen;Män;-24;21
HT2002;;Röntgensjuksköterskeexamen;Män;25-34;9
HT2002;;Röntgensjuksköterskeexamen;Män;35-;17
HT2002;;Röntgensjuksköterskeexamen;Män;Total;47
HT2002;;Röntgensjuksköterskeexamen;Total;-24;78
HT2002;;Röntgensjuksköterskeexamen;Total;25-34;61
HT2002;;Röntgensjuksköterskeexamen;Total;35-;69
HT2002;;Röntgensjuksköterskeexamen;Total;Total;208
HT2002;;Sjukhusfysikerexamen;Kvinnor;-24;10
HT2002;;Sjukhusfysikerexamen;Kvinnor;25-34;3
HT2002;;Sjukhusfysikerexamen;Kvinnor;Total;13
HT2002;;Sjukhusfysikerexamen;Män;-24;9
HT2002;;Sjukhusfysikerexamen;Män;25-34;3
HT2002;;Sjukhusfysikerexamen;Män;35-;1
HT2002;;Sjukhusfysikerexamen;Män;Total;13
HT2002;;Sjukhusfysikerexamen;Total;-24;19
HT2002;;Sjukhusfysikerexamen;Total;25-34;6
HT2002;;Sjukhusfysikerexamen;Total;35-;1
HT2002;;Sjukhusfysikerexamen;Total;Total;26
HT2002;;Sjuksköterskeexamen;Kvinnor;-24;1119
HT2002;;Sjuksköterskeexamen;Kvinnor;25-34;718
HT2002;;Sjuksköterskeexamen;Kvinnor;35-;515
HT2002;;Sjuksköterskeexamen;Kvinnor;Total;2352
HT2002;;Sjuksköterskeexamen;Män;-24;194
HT2002;;Sjuksköterskeexamen;Män;25-34;175
HT2002;;Sjuksköterskeexamen;Män;35-;77
HT2002;;Sjuksköterskeexamen;Män;Total;446
HT2002;;Sjuksköterskeexamen;Total;-24;1313
HT2002;;Sjuksköterskeexamen;Total;25-34;893
HT2002;;Sjuksköterskeexamen;Total;35-;592
HT2002;;Sjuksköterskeexamen;Total;Total;2798
HT2002;;Sjöingenjörsexamen;Kvinnor;-24;9
HT2002;;Sjöingenjörsexamen;Kvinnor;Total;9
HT2002;;Sjöingenjörsexamen;Män;-24;58
HT2002;;Sjöingenjörsexamen;Män;25-34;22
HT2002;;Sjöingenjörsexamen;Män;35-;5
HT2002;;Sjöingenjörsexamen;Män;Total;85
HT2002;;Sjöingenjörsexamen;Total;-24;67
HT2002;;Sjöingenjörsexamen;Total;25-34;22
HT2002;;Sjöingenjörsexamen;Total;35-;5
HT2002;;Sjöingenjörsexamen;Total;Total;94
HT2002;;Sjökaptensexamen;Kvinnor;-24;8
HT2002;;Sjökaptensexamen;Kvinnor;25-34;3
HT2002;;Sjökaptensexamen;Kvinnor;35-;1
HT2002;;Sjökaptensexamen;Kvinnor;Total;12
HT2002;;Sjökaptensexamen;Män;-24;95
HT2002;;Sjökaptensexamen;Män;25-34;47
HT2002;;Sjökaptensexamen;Män;35-;15
HT2002;;Sjökaptensexamen;Män;Total;157
HT2002;;Sjökaptensexamen;Total;-24;103
HT2002;;Sjökaptensexamen;Total;25-34;50
HT2002;;Sjökaptensexamen;Total;35-;16
HT2002;;Sjökaptensexamen;Total;Total;169
HT2002;;Social omsorgsexamen;Kvinnor;-24;153
HT2002;;Social omsorgsexamen;Kvinnor;25-34;139
HT2002;;Social omsorgsexamen;Kvinnor;35-;174
HT2002;;Social omsorgsexamen;Kvinnor;Total;466
HT2002;;Social omsorgsexamen;Män;-24;25
HT2002;;Social omsorgsexamen;Män;25-34;9
HT2002;;Social omsorgsexamen;Män;35-;18
HT2002;;Social omsorgsexamen;Män;Total;52
HT2002;;Social omsorgsexamen;Total;-24;178
HT2002;;Social omsorgsexamen;Total;25-34;148
HT2002;;Social omsorgsexamen;Total;35-;192
HT2002;;Social omsorgsexamen;Total;Total;518
HT2002;;Socionomexamen;Kvinnor;-24;519
HT2002;;Socionomexamen;Kvinnor;25-34;349
HT2002;;Socionomexamen;Kvinnor;35-;286
HT2002;;Socionomexamen;Kvinnor;Total;1154
HT2002;;Socionomexamen;Män;-24;62
HT2002;;Socionomexamen;Män;25-34;66
HT2002;;Socionomexamen;Män;35-;46
HT2002;;Socionomexamen;Män;Total;174
HT2002;;Socionomexamen;Total;-24;581
HT2002;;Socionomexamen;Total;25-34;415
HT2002;;Socionomexamen;Total;35-;332
HT2002;;Socionomexamen;Total;Total;1328
HT2002;;Specialistsjuksköterskeexamen;Kvinnor;-24;22
HT2002;;Specialistsjuksköterskeexamen;Kvinnor;25-34;457
HT2002;;Specialistsjuksköterskeexamen;Kvinnor;35-;625
HT2002;;Specialistsjuksköterskeexamen;Kvinnor;Total;1104
HT2002;;Specialistsjuksköterskeexamen;Män;-24;3
HT2002;;Specialistsjuksköterskeexamen;Män;25-34;97
HT2002;;Specialistsjuksköterskeexamen;Män;35-;54
HT2002;;Specialistsjuksköterskeexamen;Män;Total;154
HT2002;;Specialistsjuksköterskeexamen;Total;-24;25
HT2002;;Specialistsjuksköterskeexamen;Total;25-34;554
HT2002;;Specialistsjuksköterskeexamen;Total;35-;679
HT2002;;Specialistsjuksköterskeexamen;Total;Total;1258
HT2002;;Specialpedagogexamen;Kvinnor;25-34;55
HT2002;;Specialpedagogexamen;Kvinnor;35-;317
HT2002;;Specialpedagogexamen;Kvinnor;Total;372
HT2002;;Specialpedagogexamen;Män;25-34;5
HT2002;;Specialpedagogexamen;Män;35-;23
HT2002;;Specialpedagogexamen;Män;Total;28
HT2002;;Specialpedagogexamen;Total;25-34;60
HT2002;;Specialpedagogexamen;Total;35-;340
HT2002;;Specialpedagogexamen;Total;Total;400
HT2002;;Studie- och yrkesvägledarexamen;Kvinnor;-24;38
HT2002;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;74
HT2002;;Studie- och yrkesvägledarexamen;Kvinnor;35-;133
HT2002;;Studie- och yrkesvägledarexamen;Kvinnor;Total;245
HT2002;;Studie- och yrkesvägledarexamen;Män;-24;1
HT2002;;Studie- och yrkesvägledarexamen;Män;25-34;20
HT2002;;Studie- och yrkesvägledarexamen;Män;35-;24
HT2002;;Studie- och yrkesvägledarexamen;Män;Total;45
HT2002;;Studie- och yrkesvägledarexamen;Total;-24;39
HT2002;;Studie- och yrkesvägledarexamen;Total;25-34;94
HT2002;;Studie- och yrkesvägledarexamen;Total;35-;157
HT2002;;Studie- och yrkesvägledarexamen;Total;Total;290
HT2002;;Tandhygienistexamen;Kvinnor;-24;113
HT2002;;Tandhygienistexamen;Kvinnor;25-34;75
HT2002;;Tandhygienistexamen;Kvinnor;35-;70
HT2002;;Tandhygienistexamen;Kvinnor;Total;258
HT2002;;Tandhygienistexamen;Män;-24;11
HT2002;;Tandhygienistexamen;Män;25-34;4
HT2002;;Tandhygienistexamen;Män;35-;2
HT2002;;Tandhygienistexamen;Män;Total;17
HT2002;;Tandhygienistexamen;Total;-24;124
HT2002;;Tandhygienistexamen;Total;25-34;79
HT2002;;Tandhygienistexamen;Total;35-;72
HT2002;;Tandhygienistexamen;Total;Total;275
HT2002;;Tandläkarexamen;Kvinnor;-24;72
HT2002;;Tandläkarexamen;Kvinnor;25-34;17
HT2002;;Tandläkarexamen;Kvinnor;35-;8
HT2002;;Tandläkarexamen;Kvinnor;Total;97
HT2002;;Tandläkarexamen;Män;-24;34
HT2002;;Tandläkarexamen;Män;25-34;15
HT2002;;Tandläkarexamen;Män;35-;6
HT2002;;Tandläkarexamen;Män;Total;55
HT2002;;Tandläkarexamen;Total;-24;106
HT2002;;Tandläkarexamen;Total;25-34;32
HT2002;;Tandläkarexamen;Total;35-;14
HT2002;;Tandläkarexamen;Total;Total;152
HT2002;;Tandteknikerexamen;Kvinnor;-24;32
HT2002;;Tandteknikerexamen;Kvinnor;25-34;34
HT2002;;Tandteknikerexamen;Kvinnor;35-;11
HT2002;;Tandteknikerexamen;Kvinnor;Total;77
HT2002;;Tandteknikerexamen;Män;-24;12
HT2002;;Tandteknikerexamen;Män;25-34;7
HT2002;;Tandteknikerexamen;Män;35-;4
HT2002;;Tandteknikerexamen;Män;Total;23
HT2002;;Tandteknikerexamen;Total;-24;44
HT2002;;Tandteknikerexamen;Total;25-34;41
HT2002;;Tandteknikerexamen;Total;35-;15
HT2002;;Tandteknikerexamen;Total;Total;100
HT2002;;Teologie kandidatexamen;Kvinnor;-24;95
HT2002;;Teologie kandidatexamen;Kvinnor;25-34;19
HT2002;;Teologie kandidatexamen;Kvinnor;35-;15
HT2002;;Teologie kandidatexamen;Kvinnor;Total;129
HT2002;;Teologie kandidatexamen;Män;-24;73
HT2002;;Teologie kandidatexamen;Män;25-34;17
HT2002;;Teologie kandidatexamen;Män;35-;7
HT2002;;Teologie kandidatexamen;Män;Total;97
HT2002;;Teologie kandidatexamen;Total;-24;168
HT2002;;Teologie kandidatexamen;Total;25-34;36
HT2002;;Teologie kandidatexamen;Total;35-;22
