Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2020;;Högskoleingenjörsexamen;Total;35-;246
HT2020;;Högskoleingenjörsexamen;Total;Total;5198
HT2020;;Juristexamen;Kvinnor;-24;776
HT2020;;Juristexamen;Kvinnor;25-34;126
HT2020;;Juristexamen;Kvinnor;35-;48
HT2020;;Juristexamen;Kvinnor;Total;950
HT2020;;Juristexamen;Män;-24;349
HT2020;;Juristexamen;Män;25-34;125
HT2020;;Juristexamen;Män;35-;44
HT2020;;Juristexamen;Män;Total;518
HT2020;;Juristexamen;Total;-24;1125
HT2020;;Juristexamen;Total;25-34;251
HT2020;;Juristexamen;Total;35-;92
HT2020;;Juristexamen;Total;Total;1468
HT2020;;Jägmästarexamen;Kvinnor;-24;24
HT2020;;Jägmästarexamen;Kvinnor;25-34;3
HT2020;;Jägmästarexamen;Kvinnor;35-;1
HT2020;;Jägmästarexamen;Kvinnor;Total;28
HT2020;;Jägmästarexamen;Män;-24;32
HT2020;;Jägmästarexamen;Män;25-34;9
HT2020;;Jägmästarexamen;Män;Total;41
HT2020;;Jägmästarexamen;Total;-24;56
HT2020;;Jägmästarexamen;Total;25-34;12
HT2020;;Jägmästarexamen;Total;35-;1
HT2020;;Jägmästarexamen;Total;Total;69
HT2020;;Landskapsarkitektexamen;Kvinnor;-24;82
HT2020;;Landskapsarkitektexamen;Kvinnor;25-34;25
HT2020;;Landskapsarkitektexamen;Kvinnor;35-;7
HT2020;;Landskapsarkitektexamen;Kvinnor;Total;114
HT2020;;Landskapsarkitektexamen;Män;-24;17
HT2020;;Landskapsarkitektexamen;Män;25-34;8
HT2020;;Landskapsarkitektexamen;Män;Total;25
HT2020;;Landskapsarkitektexamen;Total;-24;99
HT2020;;Landskapsarkitektexamen;Total;25-34;33
HT2020;;Landskapsarkitektexamen;Total;35-;7
HT2020;;Landskapsarkitektexamen;Total;Total;139
HT2020;;Landskapsingenjörsexamen;Kvinnor;-24;26
HT2020;;Landskapsingenjörsexamen;Kvinnor;25-34;30
HT2020;;Landskapsingenjörsexamen;Kvinnor;35-;14
HT2020;;Landskapsingenjörsexamen;Kvinnor;Total;70
HT2020;;Landskapsingenjörsexamen;Män;-24;10
HT2020;;Landskapsingenjörsexamen;Män;25-34;12
HT2020;;Landskapsingenjörsexamen;Män;35-;4
HT2020;;Landskapsingenjörsexamen;Män;Total;26
HT2020;;Landskapsingenjörsexamen;Total;-24;36
HT2020;;Landskapsingenjörsexamen;Total;25-34;42
HT2020;;Landskapsingenjörsexamen;Total;35-;18
HT2020;;Landskapsingenjörsexamen;Total;Total;96
HT2020;;Lantmästarexamen;Kvinnor;-24;17
HT2020;;Lantmästarexamen;Kvinnor;25-34;4
HT2020;;Lantmästarexamen;Kvinnor;35-;1
HT2020;;Lantmästarexamen;Kvinnor;Total;22
HT2020;;Lantmästarexamen;Män;-24;21
HT2020;;Lantmästarexamen;Män;25-34;9
HT2020;;Lantmästarexamen;Män;35-;1
HT2020;;Lantmästarexamen;Män;Total;31
HT2020;;Lantmästarexamen;Total;-24;38
HT2020;;Lantmästarexamen;Total;25-34;13
HT2020;;Lantmästarexamen;Total;35-;2
HT2020;;Lantmästarexamen;Total;Total;53
HT2020;;Logopedexamen;Kvinnor;-24;97
HT2020;;Logopedexamen;Kvinnor;25-34;42
HT2020;;Logopedexamen;Kvinnor;35-;19
HT2020;;Logopedexamen;Kvinnor;Total;158
HT2020;;Logopedexamen;Män;-24;10
HT2020;;Logopedexamen;Män;25-34;4
HT2020;;Logopedexamen;Män;35-;3
HT2020;;Logopedexamen;Män;Total;17
HT2020;;Logopedexamen;Total;-24;107
HT2020;;Logopedexamen;Total;25-34;46
HT2020;;Logopedexamen;Total;35-;22
HT2020;;Logopedexamen;Total;Total;175
HT2020;;Läkarexamen;Kvinnor;-24;461
HT2020;;Läkarexamen;Kvinnor;25-34;67
HT2020;;Läkarexamen;Kvinnor;35-;28
HT2020;;Läkarexamen;Kvinnor;Total;556
HT2020;;Läkarexamen;Män;-24;302
HT2020;;Läkarexamen;Män;25-34;91
HT2020;;Läkarexamen;Män;35-;31
HT2020;;Läkarexamen;Män;Total;424
HT2020;;Läkarexamen;Total;-24;763
HT2020;;Läkarexamen;Total;25-34;158
HT2020;;Läkarexamen;Total;35-;59
HT2020;;Läkarexamen;Total;Total;980
HT2020;;Lärarexamen;Kvinnor;25-34;25
HT2020;;Lärarexamen;Kvinnor;35-;63
HT2020;;Lärarexamen;Kvinnor;Total;88
HT2020;;Lärarexamen;Män;25-34;5
HT2020;;Lärarexamen;Män;35-;10
HT2020;;Lärarexamen;Män;Total;15
HT2020;;Lärarexamen;Total;25-34;30
HT2020;;Lärarexamen;Total;35-;73
HT2020;;Lärarexamen;Total;Total;103
HT2020;;Officersexamen;Kvinnor;-24;51
HT2020;;Officersexamen;Kvinnor;25-34;10
HT2020;;Officersexamen;Kvinnor;Total;61
HT2020;;Officersexamen;Män;-24;117
HT2020;;Officersexamen;Män;25-34;45
HT2020;;Officersexamen;Män;35-;3
HT2020;;Officersexamen;Män;Total;165
HT2020;;Officersexamen;Total;-24;168
HT2020;;Officersexamen;Total;25-34;55
HT2020;;Officersexamen;Total;35-;3
HT2020;;Officersexamen;Total;Total;226
HT2020;;Optikerexamen;Kvinnor;-24;64
HT2020;;Optikerexamen;Kvinnor;25-34;16
HT2020;;Optikerexamen;Kvinnor;35-;10
HT2020;;Optikerexamen;Kvinnor;Total;90
HT2020;;Optikerexamen;Män;-24;11
HT2020;;Optikerexamen;Män;25-34;9
HT2020;;Optikerexamen;Män;35-;2
HT2020;;Optikerexamen;Män;Total;22
HT2020;;Optikerexamen;Total;-24;75
HT2020;;Optikerexamen;Total;25-34;25
HT2020;;Optikerexamen;Total;35-;12
HT2020;;Optikerexamen;Total;Total;112
HT2020;;Ortopedingenjörsexamen;Kvinnor;-24;5
HT2020;;Ortopedingenjörsexamen;Kvinnor;25-34;3
HT2020;;Ortopedingenjörsexamen;Kvinnor;35-;2
HT2020;;Ortopedingenjörsexamen;Kvinnor;Total;10
HT2020;;Ortopedingenjörsexamen;Män;-24;5
HT2020;;Ortopedingenjörsexamen;Män;25-34;8
HT2020;;Ortopedingenjörsexamen;Män;35-;1
HT2020;;Ortopedingenjörsexamen;Män;Total;14
HT2020;;Ortopedingenjörsexamen;Total;-24;10
HT2020;;Ortopedingenjörsexamen;Total;25-34;11
HT2020;;Ortopedingenjörsexamen;Total;35-;3
HT2020;;Ortopedingenjörsexamen;Total;Total;24
HT2020;;Psykologexamen;Kvinnor;-24;274
HT2020;;Psykologexamen;Kvinnor;25-34;126
HT2020;;Psykologexamen;Kvinnor;35-;61
HT2020;;Psykologexamen;Kvinnor;Total;461
HT2020;;Psykologexamen;Män;-24;85
HT2020;;Psykologexamen;Män;25-34;77
HT2020;;Psykologexamen;Män;35-;31
HT2020;;Psykologexamen;Män;Total;193
HT2020;;Psykologexamen;Total;-24;359
HT2020;;Psykologexamen;Total;25-34;203
HT2020;;Psykologexamen;Total;35-;92
HT2020;;Psykologexamen;Total;Total;654
HT2020;;Psykoterapeutexamen;Kvinnor;25-34;6
HT2020;;Psykoterapeutexamen;Kvinnor;35-;39
HT2020;;Psykoterapeutexamen;Kvinnor;Total;45
HT2020;;Psykoterapeutexamen;Män;25-34;1
HT2020;;Psykoterapeutexamen;Män;35-;9
HT2020;;Psykoterapeutexamen;Män;Total;10
HT2020;;Psykoterapeutexamen;Total;25-34;7
HT2020;;Psykoterapeutexamen;Total;35-;48
HT2020;;Psykoterapeutexamen;Total;Total;55
HT2020;;Receptarieexamen;Kvinnor;-24;140
HT2020;;Receptarieexamen;Kvinnor;25-34;73
HT2020;;Receptarieexamen;Kvinnor;35-;47
HT2020;;Receptarieexamen;Kvinnor;Total;260
HT2020;;Receptarieexamen;Män;-24;24
HT2020;;Receptarieexamen;Män;25-34;22
HT2020;;Receptarieexamen;Män;35-;5
HT2020;;Receptarieexamen;Män;Total;51
HT2020;;Receptarieexamen;Total;-24;164
HT2020;;Receptarieexamen;Total;25-34;95
HT2020;;Receptarieexamen;Total;35-;52
HT2020;;Receptarieexamen;Total;Total;311
HT2020;;Röntgensjuksköterskeexamen;Kvinnor;-24;96
HT2020;;Röntgensjuksköterskeexamen;Kvinnor;25-34;66
HT2020;;Röntgensjuksköterskeexamen;Kvinnor;35-;33
HT2020;;Röntgensjuksköterskeexamen;Kvinnor;Total;195
HT2020;;Röntgensjuksköterskeexamen;Män;-24;32
HT2020;;Röntgensjuksköterskeexamen;Män;25-34;34
HT2020;;Röntgensjuksköterskeexamen;Män;35-;23
HT2020;;Röntgensjuksköterskeexamen;Män;Total;89
HT2020;;Röntgensjuksköterskeexamen;Total;-24;128
HT2020;;Röntgensjuksköterskeexamen;Total;25-34;100
HT2020;;Röntgensjuksköterskeexamen;Total;35-;56
HT2020;;Röntgensjuksköterskeexamen;Total;Total;284
HT2020;;Sjukhusfysikerexamen;Kvinnor;-24;22
HT2020;;Sjukhusfysikerexamen;Kvinnor;25-34;1
HT2020;;Sjukhusfysikerexamen;Kvinnor;35-;1
HT2020;;Sjukhusfysikerexamen;Kvinnor;Total;24
HT2020;;Sjukhusfysikerexamen;Män;-24;20
HT2020;;Sjukhusfysikerexamen;Män;25-34;2
HT2020;;Sjukhusfysikerexamen;Män;Total;22
HT2020;;Sjukhusfysikerexamen;Total;-24;42
HT2020;;Sjukhusfysikerexamen;Total;25-34;3
HT2020;;Sjukhusfysikerexamen;Total;35-;1
HT2020;;Sjukhusfysikerexamen;Total;Total;46
HT2020;;Sjuksköterskeexamen;Kvinnor;-24;1693
HT2020;;Sjuksköterskeexamen;Kvinnor;25-34;906
HT2020;;Sjuksköterskeexamen;Kvinnor;35-;486
HT2020;;Sjuksköterskeexamen;Kvinnor;Total;3085
HT2020;;Sjuksköterskeexamen;Män;-24;237
HT2020;;Sjuksköterskeexamen;Män;25-34;220
HT2020;;Sjuksköterskeexamen;Män;35-;138
HT2020;;Sjuksköterskeexamen;Män;Total;595
HT2020;;Sjuksköterskeexamen;Total;-24;1930
HT2020;;Sjuksköterskeexamen;Total;25-34;1126
HT2020;;Sjuksköterskeexamen;Total;35-;624
HT2020;;Sjuksköterskeexamen;Total;Total;3680
HT2020;;Sjöingenjörsexamen;Kvinnor;-24;5
HT2020;;Sjöingenjörsexamen;Kvinnor;25-34;3
HT2020;;Sjöingenjörsexamen;Kvinnor;Total;8
HT2020;;Sjöingenjörsexamen;Män;-24;48
HT2020;;Sjöingenjörsexamen;Män;25-34;16
HT2020;;Sjöingenjörsexamen;Män;35-;2
HT2020;;Sjöingenjörsexamen;Män;Total;66
HT2020;;Sjöingenjörsexamen;Total;-24;53
HT2020;;Sjöingenjörsexamen;Total;25-34;19
HT2020;;Sjöingenjörsexamen;Total;35-;2
HT2020;;Sjöingenjörsexamen;Total;Total;74
HT2020;;Sjökaptensexamen;Kvinnor;-24;21
HT2020;;Sjökaptensexamen;Kvinnor;25-34;6
HT2020;;Sjökaptensexamen;Kvinnor;35-;4
HT2020;;Sjökaptensexamen;Kvinnor;Total;31
HT2020;;Sjökaptensexamen;Män;-24;84
HT2020;;Sjökaptensexamen;Män;25-34;29
HT2020;;Sjökaptensexamen;Män;35-;17
HT2020;;Sjökaptensexamen;Män;Total;130
HT2020;;Sjökaptensexamen;Total;-24;105
HT2020;;Sjökaptensexamen;Total;25-34;35
HT2020;;Sjökaptensexamen;Total;35-;21
HT2020;;Sjökaptensexamen;Total;Total;161
HT2020;;Skogsmästarexamen;Kvinnor;-24;8
HT2020;;Skogsmästarexamen;Kvinnor;25-34;8
HT2020;;Skogsmästarexamen;Kvinnor;Total;16
HT2020;;Skogsmästarexamen;Män;-24;32
HT2020;;Skogsmästarexamen;Män;25-34;12
HT2020;;Skogsmästarexamen;Män;Total;44
HT2020;;Skogsmästarexamen;Total;-24;40
HT2020;;Skogsmästarexamen;Total;25-34;20
HT2020;;Skogsmästarexamen;Total;Total;60
HT2020;;Socionomexamen;Kvinnor;-24;1059
HT2020;;Socionomexamen;Kvinnor;25-34;406
HT2020;;Socionomexamen;Kvinnor;35-;210
HT2020;;Socionomexamen;Kvinnor;Total;1675
HT2020;;Socionomexamen;Män;-24;164
HT2020;;Socionomexamen;Män;25-34;138
HT2020;;Socionomexamen;Män;35-;65
HT2020;;Socionomexamen;Män;Total;367
HT2020;;Socionomexamen;Total;-24;1223
HT2020;;Socionomexamen;Total;25-34;544
HT2020;;Socionomexamen;Total;35-;275
HT2020;;Socionomexamen;Total;Total;2042
HT2020;;Specialistsjuksköterskeexamen;Kvinnor;-24;54
HT2020;;Specialistsjuksköterskeexamen;Kvinnor;25-34;1385
HT2020;;Specialistsjuksköterskeexamen;Kvinnor;35-;1569
HT2020;;Specialistsjuksköterskeexamen;Kvinnor;Total;3008
HT2020;;Specialistsjuksköterskeexamen;Män;-24;7
HT2020;;Specialistsjuksköterskeexamen;Män;25-34;248
HT2020;;Specialistsjuksköterskeexamen;Män;35-;203
HT2020;;Specialistsjuksköterskeexamen;Män;Total;458
HT2020;;Specialistsjuksköterskeexamen;Total;-24;61
HT2020;;Specialistsjuksköterskeexamen;Total;25-34;1633
HT2020;;Specialistsjuksköterskeexamen;Total;35-;1772
HT2020;;Specialistsjuksköterskeexamen;Total;Total;3466
HT2020;;Speciallärarexamen;Kvinnor;25-34;93
HT2020;;Speciallärarexamen;Kvinnor;35-;492
HT2020;;Speciallärarexamen;Kvinnor;Total;585
HT2020;;Speciallärarexamen;Män;25-34;6
HT2020;;Speciallärarexamen;Män;35-;45
HT2020;;Speciallärarexamen;Män;Total;51
HT2020;;Speciallärarexamen;Total;25-34;99
HT2020;;Speciallärarexamen;Total;35-;537
HT2020;;Speciallärarexamen;Total;Total;636
HT2020;;Specialpedagogexamen;Kvinnor;25-34;99
HT2020;;Specialpedagogexamen;Kvinnor;35-;582
HT2020;;Specialpedagogexamen;Kvinnor;Total;681
HT2020;;Specialpedagogexamen;Män;25-34;9
HT2020;;Specialpedagogexamen;Män;35-;51
HT2020;;Specialpedagogexamen;Män;Total;60
HT2020;;Specialpedagogexamen;Total;25-34;108
HT2020;;Specialpedagogexamen;Total;35-;633
HT2020;;Specialpedagogexamen;Total;Total;741
HT2020;;Studie- och yrkesvägledarexamen;Kvinnor;-24;51
HT2020;;Studie- och yrkesvägledarexamen;Kvinnor;25-34;112
HT2020;;Studie- och yrkesvägledarexamen;Kvinnor;35-;125
HT2020;;Studie- och yrkesvägledarexamen;Kvinnor;Total;288
HT2020;;Studie- och yrkesvägledarexamen;Män;-24;20
HT2020;;Studie- och yrkesvägledarexamen;Män;25-34;41
HT2020;;Studie- och yrkesvägledarexamen;Män;35-;13
HT2020;;Studie- och yrkesvägledarexamen;Män;Total;74
HT2020;;Studie- och yrkesvägledarexamen;Total;-24;71
HT2020;;Studie- och yrkesvägledarexamen;Total;25-34;153
HT2020;;Studie- och yrkesvägledarexamen;Total;35-;138
HT2020;;Studie- och yrkesvägledarexamen;Total;Total;362
HT2020;;Tandhygienistexamen;Kvinnor;-24;109
HT2020;;Tandhygienistexamen;Kvinnor;25-34;63
HT2020;;Tandhygienistexamen;Kvinnor;35-;28
HT2020;;Tandhygienistexamen;Kvinnor;Total;200
HT2020;;Tandhygienistexamen;Män;-24;25
HT2020;;Tandhygienistexamen;Män;25-34;8
HT2020;;Tandhygienistexamen;Män;35-;8
HT2020;;Tandhygienistexamen;Män;Total;41
HT2020;;Tandhygienistexamen;Total;-24;134
HT2020;;Tandhygienistexamen;Total;25-34;71
HT2020;;Tandhygienistexamen;Total;35-;36
HT2020;;Tandhygienistexamen;Total;Total;241
HT2020;;Tandläkarexamen;Kvinnor;-24;153
HT2020;;Tandläkarexamen;Kvinnor;25-34;29
HT2020;;Tandläkarexamen;Kvinnor;35-;5
HT2020;;Tandläkarexamen;Kvinnor;Total;187
HT2020;;Tandläkarexamen;Män;-24;69
HT2020;;Tandläkarexamen;Män;25-34;16
HT2020;;Tandläkarexamen;Män;35-;2
HT2020;;Tandläkarexamen;Män;Total;87
HT2020;;Tandläkarexamen;Total;-24;222
HT2020;;Tandläkarexamen;Total;25-34;45
HT2020;;Tandläkarexamen;Total;35-;7
HT2020;;Tandläkarexamen;Total;Total;274
HT2020;;Tandteknikerexamen;Kvinnor;-24;49
HT2020;;Tandteknikerexamen;Kvinnor;25-34;23
HT2020;;Tandteknikerexamen;Kvinnor;35-;6
HT2020;;Tandteknikerexamen;Kvinnor;Total;78
HT2020;;Tandteknikerexamen;Män;-24;17
HT2020;;Tandteknikerexamen;Män;25-34;9
HT2020;;Tandteknikerexamen;Män;35-;1
HT2020;;Tandteknikerexamen;Män;Total;27
HT2020;;Tandteknikerexamen;Total;-24;66
HT2020;;Tandteknikerexamen;Total;25-34;32
HT2020;;Tandteknikerexamen;Total;35-;7
HT2020;;Tandteknikerexamen;Total;Total;105
HT2020;;Veterinärexamen;Kvinnor;-24;66
